fecha,turno,estacion_id,estacion_nombre,tiempo_planificado_min,tiempo_paradas_min,tiempo_operativo_min,velocidad_ideal_upm,unidades_producidas,unidades_defectuosas,unidades_buenas,dias_desde_mantencion,fecha_ultima_mantencion
2025-02-18,Mañana,EST-02,Prensado,480,43,437,8,3206,90,3116,0,2025-02-17
2025-02-18,Tarde,EST-02,Prensado,480,93,387,8,2805,59,2746,1,2025-02-17
2025-02-18,Noche,EST-02,Prensado,480,80,400,8,2982,67,2915,2,2025-02-17
2025-02-19,Mañana,EST-01,Aserrado,480,0,480,12,5472,134,5338,3,2025-02-17
2025-02-19,Tarde,EST-01,Aserrado,480,42,438,12,4638,123,4515,4,2025-02-17
2025-02-19,Noche,EST-01,Aserrado,480,0,480,12,5300,135,5165,5,2025-02-17
2025-02-19,Mañana,EST-02,Prensado,480,13,467,8,3208,69,3139,3,2025-02-17
2025-02-19,Tarde,EST-02,Prensado,480,105,375,8,2634,58,2576,4,2025-02-17
2025-02-19,Noche,EST-02,Prensado,480,0,480,8,3381,66,3315,5,2025-02-17
2025-02-20,Mañana,EST-01,Aserrado,480,0,480,12,5116,128,4988,6,2025-02-17
2025-02-20,Tarde,EST-01,Aserrado,480,52,428,12,4891,93,4798,7,2025-02-17
2025-02-20,Noche,EST-01,Aserrado,480,91,389,12,4074,99,3975,8,2025-02-17
2025-02-20,Mañana,EST-02,Prensado,480,73,407,8,3150,76,3074,6,2025-02-17
2025-02-20,Tarde,EST-02,Prensado,480,0,480,8,3331,77,3254,7,2025-02-17
2025-02-20,Noche,EST-02,Prensado,480,0,480,8,3280,94,3186,8,2025-02-17
2025-02-21,Mañana,EST-01,Aserrado,480,127,353,12,3772,142,3630,9,2025-02-17
2025-02-21,Tarde,EST-01,Aserrado,480,0,480,12,5313,147,5166,10,2025-02-17
2025-02-21,Noche,EST-01,Aserrado,480,37,443,12,4841,186,4655,11,2025-02-17
2025-02-21,Mañana,EST-02,Prensado,480,39,441,8,3246,81,3165,9,2025-02-17
2025-02-21,Tarde,EST-02,Prensado,480,0,480,8,3559,89,3470,10,2025-02-17
2025-02-21,Noche,EST-02,Prensado,480,17,463,8,3538,142,3396,11,2025-02-17
2025-02-22,Mañana,EST-01,Aserrado,480,72,408,12,4464,218,4246,12,2025-02-17
2025-02-22,Tarde,EST-01,Aserrado,480,45,435,12,4530,173,4357,13,2025-02-17
2025-02-22,Noche,EST-01,Aserrado,480,0,480,12,5200,147,5053,14,2025-02-17
2025-02-22,Mañana,EST-02,Prensado,480,0,480,8,3441,127,3314,12,2025-02-17
2025-02-22,Tarde,EST-02,Prensado,480,0,480,8,3108,90,3018,13,2025-02-17
2025-02-22,Noche,EST-02,Prensado,480,0,480,8,3192,90,3102,14,2025-02-17
2025-02-23,Mañana,EST-01,Aserrado,480,42,438,12,4732,165,4567,15,2025-02-17
2025-02-23,Tarde,EST-01,Aserrado,480,41,439,12,4484,159,4325,16,2025-02-17
2025-02-23,Noche,EST-01,Aserrado,480,0,480,12,4800,84,4716,17,2025-02-17
2025-02-23,Mañana,EST-02,Prensado,480,0,480,8,3245,83,3162,15,2025-02-17
2025-02-23,Tarde,EST-02,Prensado,480,0,480,8,3246,103,3143,16,2025-02-17
2025-02-23,Noche,EST-02,Prensado,480,94,386,8,2730,68,2662,17,2025-02-17
2025-02-24,Mañana,EST-01,Aserrado,480,0,480,12,4898,158,4740,18,2025-02-17
2025-02-24,Tarde,EST-01,Aserrado,480,0,480,12,4632,152,4480,19,2025-02-17
2025-02-24,Noche,EST-01,Aserrado,480,207,273,12,2754,90,2664,20,2025-02-17
2025-02-24,Mañana,EST-02,Prensado,480,0,480,8,3225,66,3159,18,2025-02-17
2025-02-24,Tarde,EST-02,Prensado,480,131,349,8,2266,50,2216,19,2025-02-17
2025-02-24,Noche,EST-02,Prensado,480,0,480,8,3034,62,2972,20,2025-02-17
2025-02-25,Mañana,EST-01,Aserrado,480,75,405,12,4387,87,4300,0,2025-02-24
2025-02-25,Tarde,EST-01,Aserrado,480,56,424,12,4519,115,4404,1,2025-02-24
2025-02-25,Noche,EST-01,Aserrado,480,25,455,12,4831,167,4664,2,2025-02-24
2025-02-25,Mañana,EST-02,Prensado,480,64,416,8,2798,79,2719,21,2025-02-17
2025-02-25,Tarde,EST-02,Prensado,480,0,480,8,3209,69,3140,22,2025-02-17
2025-02-25,Noche,EST-02,Prensado,480,88,392,8,2602,71,2531,23,2025-02-17
2025-02-26,Mañana,EST-01,Aserrado,480,60,420,12,4640,113,4527,3,2025-02-24
2025-02-26,Tarde,EST-01,Aserrado,480,0,480,12,5181,161,5020,4,2025-02-24
2025-02-26,Noche,EST-01,Aserrado,480,27,453,12,4937,132,4805,5,2025-02-24
2025-02-26,Mañana,EST-02,Prensado,480,0,480,8,3175,113,3062,24,2025-02-17
2025-02-26,Tarde,EST-02,Prensado,480,0,480,8,3181,122,3059,25,2025-02-17
2025-02-26,Noche,EST-02,Prensado,480,82,398,8,2826,98,2728,26,2025-02-17
2025-02-27,Mañana,EST-01,Aserrado,480,71,409,12,4445,89,4356,6,2025-02-24
2025-02-27,Tarde,EST-01,Aserrado,480,0,480,12,5486,123,5363,7,2025-02-24
2025-02-27,Noche,EST-01,Aserrado,480,46,434,12,4581,182,4399,8,2025-02-24
2025-02-27,Mañana,EST-02,Prensado,480,107,373,8,2426,61,2365,27,2025-02-17
2025-02-27,Tarde,EST-02,Prensado,480,0,480,8,3300,111,3189,28,2025-02-17
2025-02-27,Noche,EST-02,Prensado,480,93,387,8,2568,108,2460,29,2025-02-17
2025-02-28,Mañana,EST-01,Aserrado,480,0,480,12,5401,142,5259,9,2025-02-24
2025-02-28,Tarde,EST-01,Aserrado,480,0,480,12,5161,140,5021,10,2025-02-24
2025-02-28,Noche,EST-01,Aserrado,480,29,451,12,4830,121,4709,11,2025-02-24
2025-02-28,Mañana,EST-02,Prensado,480,0,480,8,3418,84,3334,0,2025-02-27
2025-02-28,Tarde,EST-02,Prensado,480,0,480,8,3683,81,3602,1,2025-02-27
2025-02-28,Noche,EST-02,Prensado,480,0,480,8,3324,56,3268,2,2025-02-27
2025-03-01,Mañana,EST-01,Aserrado,480,33,447,12,4727,127,4600,12,2025-02-24
2025-03-01,Tarde,EST-01,Aserrado,480,101,379,12,3779,115,3664,13,2025-02-24
2025-03-01,Noche,EST-01,Aserrado,480,0,480,12,5218,120,5098,14,2025-02-24
2025-03-01,Mañana,EST-02,Prensado,480,0,480,8,3480,98,3382,3,2025-02-27
2025-03-01,Tarde,EST-02,Prensado,480,94,386,8,2804,77,2727,4,2025-02-27
2025-03-01,Noche,EST-02,Prensado,480,30,450,8,3329,65,3264,5,2025-02-27
2025-03-02,Mañana,EST-01,Aserrado,480,0,480,12,5012,178,4834,15,2025-02-24
2025-03-02,Tarde,EST-01,Aserrado,480,76,404,12,4414,105,4309,16,2025-02-24
2025-03-02,Noche,EST-01,Aserrado,480,65,415,12,4394,103,4291,17,2025-02-24
2025-03-02,Mañana,EST-02,Prensado,480,0,480,8,3417,73,3344,6,2025-02-27
2025-03-02,Tarde,EST-02,Prensado,480,91,389,8,2775,70,2705,7,2025-02-27
2025-03-02,Noche,EST-02,Prensado,480,0,480,8,3415,98,3317,8,2025-02-27
2025-03-03,Mañana,EST-01,Aserrado,480,113,367,12,3561,80,3481,18,2025-02-24
2025-03-03,Tarde,EST-01,Aserrado,480,50,430,12,4529,136,4393,19,2025-02-24
2025-03-03,Noche,EST-01,Aserrado,480,117,363,12,3773,109,3664,20,2025-02-24
2025-03-03,Mañana,EST-02,Prensado,480,65,415,8,2851,67,2784,9,2025-02-27
2025-03-03,Tarde,EST-02,Prensado,480,34,446,8,3313,54,3259,10,2025-02-27
2025-03-03,Noche,EST-02,Prensado,480,0,480,8,3618,69,3549,11,2025-02-27
2025-03-04,Mañana,EST-01,Aserrado,480,0,480,12,4773,139,4634,21,2025-02-24
2025-03-04,Tarde,EST-01,Aserrado,480,106,374,12,3970,146,3824,22,2025-02-24
2025-03-04,Noche,EST-01,Aserrado,480,234,246,12,2368,99,2269,23,2025-02-24
2025-03-04,Mañana,EST-02,Prensado,480,65,415,8,2773,64,2709,12,2025-02-27
2025-03-04,Tarde,EST-02,Prensado,480,0,480,8,3478,105,3373,13,2025-02-27
2025-03-04,Noche,EST-02,Prensado,480,0,480,8,3675,109,3566,14,2025-02-27
2025-03-05,Mañana,EST-01,Aserrado,480,0,480,12,5483,120,5363,0,2025-03-04
2025-03-05,Tarde,EST-01,Aserrado,480,0,480,12,5537,110,5427,1,2025-03-04
2025-03-05,Noche,EST-01,Aserrado,480,0,480,12,5361,105,5256,2,2025-03-04
2025-03-05,Mañana,EST-02,Prensado,480,27,453,8,3077,117,2960,15,2025-02-27
2025-03-05,Tarde,EST-02,Prensado,480,49,431,8,2941,76,2865,16,2025-02-27
2025-03-05,Noche,EST-02,Prensado,480,43,437,8,3116,101,3015,17,2025-02-27
2025-03-06,Mañana,EST-01,Aserrado,480,61,419,12,4858,151,4707,3,2025-03-04
2025-03-06,Tarde,EST-01,Aserrado,480,0,480,12,5058,123,4935,4,2025-03-04
2025-03-06,Noche,EST-01,Aserrado,480,0,480,12,5183,145,5038,5,2025-03-04
2025-03-06,Mañana,EST-02,Prensado,480,22,458,8,3104,102,3002,18,2025-02-27
2025-03-06,Tarde,EST-02,Prensado,480,84,396,8,2883,84,2799,19,2025-02-27
2025-03-06,Noche,EST-02,Prensado,480,67,413,8,3144,108,3036,20,2025-02-27
2025-03-07,Mañana,EST-01,Aserrado,480,112,368,12,3840,51,3789,6,2025-03-04
2025-03-07,Tarde,EST-01,Aserrado,480,76,404,12,4416,110,4306,7,2025-03-04
2025-03-07,Noche,EST-01,Aserrado,480,0,480,12,5249,129,5120,8,2025-03-04
2025-03-07,Mañana,EST-02,Prensado,480,30,450,8,3240,45,3195,0,2025-03-06
2025-03-07,Tarde,EST-02,Prensado,480,0,480,8,3359,86,3273,1,2025-03-06
2025-03-07,Noche,EST-02,Prensado,480,0,480,8,3371,79,3292,2,2025-03-06
2025-03-08,Mañana,EST-01,Aserrado,480,0,480,12,5415,182,5233,9,2025-03-04
2025-03-08,Tarde,EST-01,Aserrado,480,70,410,12,4278,126,4152,10,2025-03-04
2025-03-08,Noche,EST-01,Aserrado,480,0,480,12,5259,165,5094,11,2025-03-04
2025-03-08,Mañana,EST-02,Prensado,480,0,480,8,3452,61,3391,3,2025-03-06
2025-03-08,Tarde,EST-02,Prensado,480,64,416,8,3181,108,3073,4,2025-03-06
2025-03-08,Noche,EST-02,Prensado,480,0,480,8,3437,34,3403,5,2025-03-06
2025-03-09,Mañana,EST-01,Aserrado,480,0,480,12,5428,106,5322,12,2025-03-04
2025-03-09,Tarde,EST-01,Aserrado,480,73,407,12,4509,104,4405,13,2025-03-04
2025-03-09,Noche,EST-01,Aserrado,480,24,456,12,4823,186,4637,14,2025-03-04
2025-03-09,Mañana,EST-02,Prensado,480,0,480,8,3728,84,3644,6,2025-03-06
2025-03-09,Tarde,EST-02,Prensado,480,38,442,8,3329,81,3248,7,2025-03-06
2025-03-09,Noche,EST-02,Prensado,480,70,410,8,3174,68,3106,8,2025-03-06
2025-03-10,Mañana,EST-01,Aserrado,480,103,377,12,4051,151,3900,15,2025-03-04
2025-03-10,Tarde,EST-01,Aserrado,480,0,480,12,4975,157,4818,16,2025-03-04
2025-03-10,Noche,EST-01,Aserrado,480,47,433,12,4426,112,4314,17,2025-03-04
2025-03-10,Mañana,EST-02,Prensado,480,0,480,8,3602,95,3507,9,2025-03-06
2025-03-10,Tarde,EST-02,Prensado,480,52,428,8,2960,78,2882,10,2025-03-06
2025-03-10,Noche,EST-02,Prensado,480,0,480,8,3462,90,3372,11,2025-03-06
2025-03-11,Mañana,EST-01,Aserrado,480,59,421,12,4512,79,4433,0,2025-03-10
2025-03-11,Tarde,EST-01,Aserrado,480,120,360,12,4090,64,4026,1,2025-03-10
2025-03-11,Noche,EST-01,Aserrado,480,23,457,12,4934,136,4798,2,2025-03-10
2025-03-11,Mañana,EST-02,Prensado,480,79,401,8,2836,77,2759,12,2025-03-06
2025-03-11,Tarde,EST-02,Prensado,480,112,368,8,2661,113,2548,13,2025-03-06
2025-03-11,Noche,EST-02,Prensado,480,54,426,8,2878,81,2797,14,2025-03-06
2025-03-12,Mañana,EST-01,Aserrado,480,20,460,12,5054,133,4921,3,2025-03-10
2025-03-12,Tarde,EST-01,Aserrado,480,0,480,12,5034,144,4890,4,2025-03-10
2025-03-12,Noche,EST-01,Aserrado,480,66,414,12,4652,103,4549,5,2025-03-10
2025-03-12,Mañana,EST-02,Prensado,480,103,377,8,2785,87,2698,15,2025-03-06
2025-03-12,Tarde,EST-02,Prensado,480,118,362,8,2554,73,2481,16,2025-03-06
2025-03-12,Noche,EST-02,Prensado,480,32,448,8,3036,122,2914,17,2025-03-06
2025-03-13,Mañana,EST-01,Aserrado,480,67,413,12,4717,154,4563,0,2025-03-12
2025-03-13,Tarde,EST-01,Aserrado,480,74,406,12,4409,142,4267,1,2025-03-12
2025-03-13,Noche,EST-01,Aserrado,480,0,480,12,5107,117,4990,2,2025-03-12
2025-03-13,Mañana,EST-02,Prensado,480,97,383,8,2648,84,2564,18,2025-03-06
2025-03-13,Tarde,EST-02,Prensado,480,0,480,8,3242,80,3162,19,2025-03-06
2025-03-13,Noche,EST-02,Prensado,480,72,408,8,2883,61,2822,20,2025-03-06
2025-03-14,Mañana,EST-01,Aserrado,480,180,300,12,3354,82,3272,3,2025-03-12
2025-03-14,Tarde,EST-01,Aserrado,480,24,456,12,4833,156,4677,4,2025-03-12
2025-03-14,Noche,EST-01,Aserrado,480,44,436,12,4669,138,4531,5,2025-03-12
2025-03-14,Mañana,EST-02,Prensado,480,39,441,8,3296,71,3225,0,2025-03-13
2025-03-14,Tarde,EST-02,Prensado,480,36,444,8,3365,76,3289,1,2025-03-13
2025-03-14,Noche,EST-02,Prensado,480,0,480,8,3519,44,3475,2,2025-03-13
2025-03-15,Mañana,EST-01,Aserrado,480,20,460,12,5080,130,4950,6,2025-03-12
2025-03-15,Tarde,EST-01,Aserrado,480,100,380,12,4249,158,4091,7,2025-03-12
2025-03-15,Noche,EST-01,Aserrado,480,147,333,12,3620,107,3513,8,2025-03-12
2025-03-15,Mañana,EST-02,Prensado,480,0,480,8,3609,70,3539,3,2025-03-13
2025-03-15,Tarde,EST-02,Prensado,480,28,452,8,3164,74,3090,4,2025-03-13
2025-03-15,Noche,EST-02,Prensado,480,17,463,8,3317,61,3256,5,2025-03-13
2025-03-16,Mañana,EST-01,Aserrado,480,26,454,12,5169,48,5121,0,2025-03-15
2025-03-16,Tarde,EST-01,Aserrado,480,0,480,12,5507,92,5415,1,2025-03-15
2025-03-16,Noche,EST-01,Aserrado,480,0,480,12,5227,117,5110,2,2025-03-15
2025-03-16,Mañana,EST-02,Prensado,480,28,452,8,3255,67,3188,6,2025-03-13
2025-03-16,Tarde,EST-02,Prensado,480,86,394,8,2882,74,2808,7,2025-03-13
2025-03-16,Noche,EST-02,Prensado,480,112,368,8,2622,64,2558,8,2025-03-13
2025-03-17,Mañana,EST-01,Aserrado,480,37,443,12,4586,91,4495,3,2025-03-15
2025-03-17,Tarde,EST-01,Aserrado,480,37,443,12,4837,138,4699,4,2025-03-15
2025-03-17,Noche,EST-01,Aserrado,480,34,446,12,4798,102,4696,5,2025-03-15
2025-03-17,Mañana,EST-02,Prensado,480,92,388,8,2844,48,2796,9,2025-03-13
2025-03-17,Tarde,EST-02,Prensado,480,0,480,8,3425,92,3333,10,2025-03-13
2025-03-17,Noche,EST-02,Prensado,480,0,480,8,3551,81,3470,11,2025-03-13
2025-03-18,Mañana,EST-01,Aserrado,480,35,445,12,4894,130,4764,6,2025-03-15
2025-03-18,Tarde,EST-01,Aserrado,480,0,480,12,4912,79,4833,7,2025-03-15
2025-03-18,Noche,EST-01,Aserrado,480,15,465,12,4953,173,4780,8,2025-03-15
2025-03-18,Mañana,EST-02,Prensado,480,11,469,8,3449,60,3389,0,2025-03-17
2025-03-18,Tarde,EST-02,Prensado,480,0,480,8,3400,79,3321,1,2025-03-17
2025-03-18,Noche,EST-02,Prensado,480,0,480,8,3555,89,3466,2,2025-03-17
2025-03-19,Mañana,EST-01,Aserrado,480,0,480,12,5432,146,5286,9,2025-03-15
2025-03-19,Tarde,EST-01,Aserrado,480,87,393,12,4146,80,4066,10,2025-03-15
2025-03-19,Noche,EST-01,Aserrado,480,0,480,12,5110,127,4983,11,2025-03-15
2025-03-19,Mañana,EST-02,Prensado,480,0,480,8,3558,109,3449,3,2025-03-17
2025-03-19,Tarde,EST-02,Prensado,480,0,480,8,3339,82,3257,4,2025-03-17
2025-03-19,Noche,EST-02,Prensado,480,0,480,8,3480,79,3401,5,2025-03-17
2025-03-20,Mañana,EST-01,Aserrado,480,41,439,12,4571,163,4408,12,2025-03-15
2025-03-20,Tarde,EST-01,Aserrado,480,0,480,12,4928,136,4792,13,2025-03-15
2025-03-20,Noche,EST-01,Aserrado,480,0,480,12,4830,97,4733,14,2025-03-15
2025-03-20,Mañana,EST-02,Prensado,480,0,480,8,3571,54,3517,6,2025-03-17
2025-03-20,Tarde,EST-02,Prensado,480,0,480,8,3205,71,3134,7,2025-03-17
2025-03-20,Noche,EST-02,Prensado,480,0,480,8,3591,101,3490,8,2025-03-17
2025-03-21,Mañana,EST-01,Aserrado,480,0,480,12,4830,109,4721,15,2025-03-15
2025-03-21,Tarde,EST-01,Aserrado,480,0,480,12,5209,139,5070,16,2025-03-15
2025-03-21,Noche,EST-01,Aserrado,480,0,480,12,5033,184,4849,17,2025-03-15
2025-03-21,Mañana,EST-02,Prensado,480,0,480,8,3268,69,3199,9,2025-03-17
2025-03-21,Tarde,EST-02,Prensado,480,0,480,8,3469,85,3384,10,2025-03-17
2025-03-21,Noche,EST-02,Prensado,480,25,455,8,3128,104,3024,11,2025-03-17
2025-03-22,Mañana,EST-01,Aserrado,480,0,480,12,4955,176,4779,18,2025-03-15
2025-03-22,Tarde,EST-01,Aserrado,480,34,446,12,4757,120,4637,19,2025-03-15
2025-03-22,Noche,EST-01,Aserrado,480,0,480,12,4841,184,4657,20,2025-03-15
2025-03-22,Mañana,EST-02,Prensado,480,91,389,8,2591,79,2512,12,2025-03-17
2025-03-22,Tarde,EST-02,Prensado,480,108,372,8,2509,64,2445,13,2025-03-17
2025-03-22,Noche,EST-02,Prensado,480,102,378,8,2732,83,2649,14,2025-03-17
2025-03-23,Mañana,EST-01,Aserrado,480,158,322,12,3333,110,3223,21,2025-03-15
2025-03-23,Tarde,EST-01,Aserrado,480,45,435,12,4776,123,4653,22,2025-03-15
2025-03-23,Noche,EST-01,Aserrado,480,0,480,12,5212,175,5037,23,2025-03-15
2025-03-23,Mañana,EST-02,Prensado,480,62,418,8,3216,79,3137,0,2025-03-22
2025-03-23,Tarde,EST-02,Prensado,480,0,480,8,3331,92,3239,1,2025-03-22
2025-03-23,Noche,EST-02,Prensado,480,0,480,8,3456,40,3416,2,2025-03-22
2025-03-24,Mañana,EST-01,Aserrado,480,25,455,12,4527,124,4403,24,2025-03-15
2025-03-24,Tarde,EST-01,Aserrado,480,0,480,12,5079,181,4898,25,2025-03-15
2025-03-24,Noche,EST-01,Aserrado,480,0,480,12,4626,146,4480,26,2025-03-15
2025-03-24,Mañana,EST-02,Prensado,480,0,480,8,3487,63,3424,3,2025-03-22
2025-03-24,Tarde,EST-02,Prensado,480,0,480,8,3492,101,3391,4,2025-03-22
2025-03-24,Noche,EST-02,Prensado,480,0,480,8,3448,110,3338,5,2025-03-22
2025-03-25,Mañana,EST-01,Aserrado,480,0,480,12,4887,159,4728,27,2025-03-15
2025-03-25,Tarde,EST-01,Aserrado,480,0,480,12,4899,179,4720,28,2025-03-15
2025-03-25,Noche,EST-01,Aserrado,480,170,310,12,3107,97,3010,29,2025-03-15
2025-03-25,Mañana,EST-02,Prensado,480,0,480,8,3512,126,3386,6,2025-03-22
2025-03-25,Tarde,EST-02,Prensado,480,22,458,8,3434,101,3333,7,2025-03-22
2025-03-25,Noche,EST-02,Prensado,480,56,424,8,2963,59,2904,8,2025-03-22
2025-03-26,Mañana,EST-01,Aserrado,480,31,449,12,4911,158,4753,0,2025-03-25
2025-03-26,Tarde,EST-01,Aserrado,480,39,441,12,4923,112,4811,1,2025-03-25
2025-03-26,Noche,EST-01,Aserrado,480,0,480,12,5247,146,5101,2,2025-03-25
2025-03-26,Mañana,EST-02,Prensado,480,40,440,8,3217,124,3093,9,2025-03-22
2025-03-26,Tarde,EST-02,Prensado,480,26,454,8,3180,54,3126,10,2025-03-22
2025-03-26,Noche,EST-02,Prensado,480,0,480,8,3214,96,3118,11,2025-03-22
2025-03-27,Mañana,EST-01,Aserrado,480,71,409,12,4582,93,4489,3,2025-03-25
2025-03-27,Tarde,EST-01,Aserrado,480,0,480,12,5298,69,5229,4,2025-03-25
2025-03-27,Noche,EST-01,Aserrado,480,0,480,12,5414,146,5268,5,2025-03-25
2025-03-27,Mañana,EST-02,Prensado,480,94,386,8,2830,60,2770,12,2025-03-22
2025-03-27,Tarde,EST-02,Prensado,480,0,480,8,3169,69,3100,13,2025-03-22
2025-03-27,Noche,EST-02,Prensado,480,140,340,8,2347,81,2266,14,2025-03-22
2025-03-28,Mañana,EST-01,Aserrado,480,33,447,12,4668,126,4542,6,2025-03-25
2025-03-28,Tarde,EST-01,Aserrado,480,71,409,12,4025,77,3948,7,2025-03-25
2025-03-28,Noche,EST-01,Aserrado,480,19,461,12,4869,159,4710,8,2025-03-25
2025-03-28,Mañana,EST-02,Prensado,480,0,480,8,3325,107,3218,15,2025-03-22
2025-03-28,Tarde,EST-02,Prensado,480,0,480,8,3446,100,3346,16,2025-03-22
2025-03-28,Noche,EST-02,Prensado,480,0,480,8,3247,115,3132,17,2025-03-22
2025-03-29,Mañana,EST-01,Aserrado,480,0,480,12,5060,98,4962,0,2025-03-28
2025-03-29,Tarde,EST-01,Aserrado,480,81,399,12,4515,74,4441,1,2025-03-28
2025-03-29,Noche,EST-01,Aserrado,480,70,410,12,4220,64,4156,2,2025-03-28
2025-03-29,Mañana,EST-02,Prensado,480,0,480,8,3189,118,3071,18,2025-03-22
2025-03-29,Tarde,EST-02,Prensado,480,11,469,8,3239,78,3161,19,2025-03-22
2025-03-29,Noche,EST-02,Prensado,480,59,421,8,2782,87,2695,20,2025-03-22
2025-03-30,Mañana,EST-01,Aserrado,480,71,409,12,4359,138,4221,3,2025-03-28
2025-03-30,Tarde,EST-01,Aserrado,480,0,480,12,4985,51,4934,4,2025-03-28
2025-03-30,Noche,EST-01,Aserrado,480,63,417,12,4576,117,4459,5,2025-03-28
2025-03-30,Mañana,EST-02,Prensado,480,71,409,8,2701,68,2633,21,2025-03-22
2025-03-30,Tarde,EST-02,Prensado,480,0,480,8,3021,89,2932,22,2025-03-22
2025-03-30,Noche,EST-02,Prensado,480,65,415,8,2793,72,2721,23,2025-03-22
2025-03-31,Mañana,EST-01,Aserrado,480,20,460,12,4853,85,4768,6,2025-03-28
2025-03-31,Tarde,EST-01,Aserrado,480,0,480,12,5385,139,5246,7,2025-03-28
2025-03-31,Noche,EST-01,Aserrado,480,0,480,12,5195,142,5053,8,2025-03-28
2025-03-31,Mañana,EST-02,Prensado,480,0,480,8,3251,92,3159,24,2025-03-22
2025-03-31,Tarde,EST-02,Prensado,480,0,480,8,3014,86,2928,25,2025-03-22
2025-03-31,Noche,EST-02,Prensado,480,0,480,8,3292,101,3191,26,2025-03-22
2025-04-01,Mañana,EST-01,Aserrado,480,0,480,12,4964,82,4882,9,2025-03-28
2025-04-01,Tarde,EST-01,Aserrado,480,0,480,12,5180,122,5058,10,2025-03-28
2025-04-01,Noche,EST-01,Aserrado,480,71,409,12,4152,89,4063,11,2025-03-28
2025-04-01,Mañana,EST-02,Prensado,480,0,480,8,3254,92,3162,27,2025-03-22
2025-04-01,Tarde,EST-02,Prensado,480,82,398,8,2599,72,2527,28,2025-03-22
2025-04-01,Noche,EST-02,Prensado,480,40,440,8,2898,106,2792,29,2025-03-22
2025-04-02,Mañana,EST-01,Aserrado,480,20,460,12,5164,138,5026,12,2025-03-28
2025-04-02,Tarde,EST-01,Aserrado,480,0,480,12,5108,144,4964,13,2025-03-28
2025-04-02,Noche,EST-01,Aserrado,480,0,480,12,5166,135,5031,14,2025-03-28
2025-04-02,Mañana,EST-02,Prensado,480,0,480,8,3103,111,2992,30,2025-03-22
2025-04-02,Tarde,EST-02,Prensado,480,0,480,8,3158,111,3047,31,2025-03-22
2025-04-02,Noche,EST-02,Prensado,480,0,480,8,3143,114,3029,32,2025-03-22
2025-04-03,Mañana,EST-01,Aserrado,480,27,453,12,4897,152,4745,15,2025-03-28
2025-04-03,Tarde,EST-01,Aserrado,480,67,413,12,4348,174,4174,16,2025-03-28
2025-04-03,Noche,EST-01,Aserrado,480,88,392,12,4065,144,3921,17,2025-03-28
2025-04-03,Mañana,EST-02,Prensado,480,0,480,8,3280,133,3147,33,2025-03-22
2025-04-03,Tarde,EST-02,Prensado,480,0,480,8,2943,102,2841,34,2025-03-22
2025-04-03,Noche,EST-02,Prensado,480,185,295,8,1962,101,1861,35,2025-03-22
2025-04-04,Mañana,EST-01,Aserrado,480,118,362,12,3863,103,3760,18,2025-03-28
2025-04-04,Tarde,EST-01,Aserrado,480,87,393,12,4147,105,4042,19,2025-03-28
2025-04-04,Noche,EST-01,Aserrado,480,0,480,12,4842,162,4680,20,2025-03-28
2025-04-04,Mañana,EST-02,Prensado,480,73,407,8,2900,72,2828,0,2025-04-03
2025-04-04,Tarde,EST-02,Prensado,480,53,427,8,3274,70,3204,1,2025-04-03
2025-04-04,Noche,EST-02,Prensado,480,76,404,8,2917,81,2836,2,2025-04-03
2025-04-05,Mañana,EST-01,Aserrado,480,0,480,12,4867,183,4684,21,2025-03-28
2025-04-05,Tarde,EST-01,Aserrado,480,0,480,12,5150,186,4964,22,2025-03-28
2025-04-05,Noche,EST-01,Aserrado,480,37,443,12,4487,148,4339,23,2025-03-28
2025-04-05,Mañana,EST-02,Prensado,480,0,480,8,3568,78,3490,3,2025-04-03
2025-04-05,Tarde,EST-02,Prensado,480,0,480,8,3533,83,3450,4,2025-04-03
2025-04-05,Noche,EST-02,Prensado,480,40,440,8,3182,77,3105,5,2025-04-03
2025-04-06,Mañana,EST-01,Aserrado,480,55,425,12,4450,155,4295,24,2025-03-28
2025-04-06,Tarde,EST-01,Aserrado,480,96,384,12,3937,112,3825,25,2025-03-28
2025-04-06,Noche,EST-01,Aserrado,480,118,362,12,3773,145,3628,26,2025-03-28
2025-04-06,Mañana,EST-02,Prensado,480,0,480,8,3469,103,3366,6,2025-04-03
2025-04-06,Tarde,EST-02,Prensado,480,0,480,8,3514,140,3374,7,2025-04-03
2025-04-06,Noche,EST-02,Prensado,480,89,391,8,2887,86,2801,8,2025-04-03
2025-04-07,Mañana,EST-01,Aserrado,480,161,319,12,3237,139,3098,27,2025-03-28
2025-04-07,Tarde,EST-01,Aserrado,480,15,465,12,4538,204,4334,28,2025-03-28
2025-04-07,Noche,EST-01,Aserrado,480,122,358,12,3522,130,3392,29,2025-03-28
2025-04-07,Mañana,EST-02,Prensado,480,0,480,8,3386,87,3299,9,2025-04-03
2025-04-07,Tarde,EST-02,Prensado,480,0,480,8,3362,70,3292,10,2025-04-03
2025-04-07,Noche,EST-02,Prensado,480,18,462,8,3322,148,3174,11,2025-04-03
2025-04-08,Mañana,EST-01,Aserrado,480,135,345,12,3983,68,3915,0,2025-04-07
2025-04-08,Tarde,EST-01,Aserrado,480,0,480,12,5164,102,5062,1,2025-04-07
2025-04-08,Noche,EST-01,Aserrado,480,0,480,12,5277,122,5155,2,2025-04-07
